first_name	last_name	age	marital_status	speak_1	listen_1	read_1	write_1	all_2	education	work_experience	arranged_employment	adaptability_spouse_language	adaptability_spouse_education	adaptability_spouse_work	adaptability_you_education	adaptability_you_work	adaptability_you_employment	adaptability_relatives
Donald	Foster	65	Married	9	8	9	7	no	Professional degree needed to practice in a licensed profession	15	yes	yes	no	no	no	no	yes	yes
Donald	Schmidt	25	Married	9	8	10	8	yes	Professional degree needed to practice in a licensed profession	12	yes	no	no	no	no	yes	yes	no
Donna	Cole-Brul'	41	Married	9	8	9	9	no	Secondary school (high school diploma)	11	no	no	no	no	no	yes	no	yes
Donna	Quattropani	19	Married	8	10	9	7	no	University degree at the Doctoral (PhD) level	1	yes	no	no	no	no	no	yes	no
Doug	Frankel	24	Married	10	7	9	8	no	Bachelor's degree or other programs (three or more years)	9	no	no	no	no	yes	no	no	yes
Doug	Letterman	73	Single	7	9	10	8	yes	University degree at the Master's level	1	no	no	no	no	yes	yes	no	no
Doug	Tornquist	66	Single	7	10	9	10	no	Two or more certificates, diplomas, or degrees	5	no	no	no	no	no	yes	no	no
Dovi	Anderson	25	Single	8	9	8	8	no	Secondary school (high school diploma)	4	yes	no	no	no	no	yes	yes	no
Dr.	Alison Marshall	20	Married	8	10	8	8	yes	University degree at the Doctoral (PhD) level	13	yes	yes	no	no	no	no	yes	no
Drew	Kleven	29	Married	9	7	8	7	yes	Bachelor's degree or other programs (three or more years)	14	yes	no	no	no	yes	no	yes	no
Duc	Manh Nguyen	30	Single	7	10	9	10	yes	One-year degree, diploma or certificate	6	yes	no	no	no	no	no	yes	no
Dylan	Gentile	74	Married	10	7	9	10	no	One-year degree, diploma or certificate	9	no	yes	no	no	no	no	no	no
Dylan	Hart	46	Single	10	9	9	8	no	Two-year degree, diploma or certificate	15	yes	no	no	no	yes	yes	yes	yes
Dylan	Sisson	18	Married	10	7	10	9	yes	One-year degree, diploma or certificate	13	no	yes	no	no	yes	no	no	no
Eddy	Mitchell	55	Single	7	9	8	7	yes	Professional degree needed to practice in a licensed profession	7	yes	no	no	no	no	no	yes	no
Edgar	Cameron	26	Married	7	9	8	8	yes	Secondary school (high school diploma)	15	no	yes	no	no	yes	no	no	yes
Edgar	Casey	65	Single	9	9	8	9	no	Secondary school (high school diploma)	5	yes	no	no	no	no	no	yes	yes
Edgar	Mitchell	24	Married	8	9	10	10	yes	Two or more certificates, diplomas, or degrees	0	no	yes	no	no	no	no	no	yes
Edgar	Robinson	47	Single	8	8	9	8	no	Two-year degree, diploma or certificate	10	yes	no	no	no	no	yes	yes	yes
Edgar	A. Ochoa	30	Married	10	10	7	8	no	One-year degree, diploma or certificate	2	yes	no	no	no	yes	yes	yes	yes
Edgar	Qui'ones	56	Single	7	8	10	7	no	University degree at the Master's level	6	yes	no	no	no	yes	no	yes	no
Edith	Mason	60	Single	8	7	9	10	no	Two or more certificates, diplomas, or degrees	14	no	no	no	no	yes	yes	no	no
Edward	Davis	67	Single	10	8	10	7	no	University degree at the Master's level	11	no	no	no	no	yes	yes	no	no
Edward	Payne	33	Married	10	8	8	9	yes	One-year degree, diploma or certificate	4	yes	yes	no	no	yes	no	yes	yes
Edward	Luong	72	Single	9	10	10	8	yes	University degree at the Doctoral (PhD) level	11	no	no	no	no	yes	no	no	yes
Edward	Meares	49	Married	10	9	7	10	yes	Bachelor's degree or other programs (three or more years)	6	no	no	no	no	yes	yes	no	yes
Edwin	Higgins	62	Married	9	8	8	7	no	Secondary school (high school diploma)	14	no	yes	no	no	yes	yes	no	yes
Edwin	Chang	48	Married	10	10	8	7	yes	University degree at the Master's level	14	no	yes	no	no	yes	no	no	yes
Edwin	Fabian	32	Single	8	8	8	8	yes	University degree at the Master's level	5	yes	no	no	no	yes	no	yes	no
Elena	Pinderhughes	53	Married	8	10	10	7	yes	Professional degree needed to practice in a licensed profession	8	no	no	no	no	yes	yes	no	no
Elian	Foster	65	Married	7	7	7	9	yes	University degree at the Master's level	14	no	no	no	no	yes	yes	no	no
Elian	Scott	44	Single	9	9	8	8	yes	Two-year degree, diploma or certificate	10	yes	no	no	no	no	no	yes	no
Eliot	Smyrl	36	Single	9	7	7	8	yes	Bachelor's degree or other programs (three or more years)	10	no	no	no	no	yes	no	no	yes
Elise	Ross	60	Single	7	7	10	8	yes	Two-year degree, diploma or certificate	2	no	no	no	no	no	no	no	no
Elissa	Knight	58	Married	7	7	9	9	yes	University degree at the Doctoral (PhD) level	4	yes	no	no	no	no	yes	yes	no
Ellalorraine	Greely	33	Married	8	8	8	7	no	University degree at the Doctoral (PhD) level	4	no	no	no	no	no	yes	no	yes
Ellen	Dubin	39	Married	9	7	10	10	no	One-year degree, diploma or certificate	12	no	no	no	no	yes	yes	no	no
Ellia	Cooper	41	Married	7	10	10	10	yes	Secondary school (high school diploma)	8	no	yes	no	no	no	no	no	yes
Elliot	Simons	72	Single	9	10	10	9	no	Two-year degree, diploma or certificate	14	yes	no	no	no	no	yes	yes	yes
Elliott	Cattell	31	Single	9	10	9	7	yes	One-year degree, diploma or certificate	5	no	no	no	no	yes	yes	no	no
Elyse	Willis	35	Married	8	10	9	9	no	Two or more certificates, diplomas, or degrees	2	no	no	no	no	yes	yes	no	no
Eman	Abdul-Razzak	70	Married	8	7	7	7	no	Two or more certificates, diplomas, or degrees	13	no	yes	no	no	no	yes	no	yes
Emily	Harris	18	Single	8	9	10	9	yes	University degree at the Master's level	12	no	no	no	no	yes	no	no	no
Emily	Murphy	18	Single	8	8	10	9	yes	One-year degree, diploma or certificate	10	no	no	no	no	yes	no	no	no
Emily	Phillips	21	Single	9	9	7	9	no	Bachelor's degree or other programs (three or more years)	7	yes	no	no	no	yes	yes	yes	no
Emily	Davis	64	Single	10	10	9	7	yes	University degree at the Doctoral (PhD) level	7	yes	no	no	no	yes	yes	yes	no
Emily	Mollenkopf	23	Married	8	8	8	8	no	Secondary school (high school diploma)	6	no	no	no	no	yes	yes	no	yes
Emily	Sakamoto-Steidl	30	Married	10	7	9	10	no	University degree at the Doctoral (PhD) level	12	no	yes	no	no	yes	yes	no	no
Emily	Weihrich	63	Single	9	8	9	10	no	Two-year degree, diploma or certificate	13	yes	no	no	no	yes	yes	yes	yes
Emma	Harper	27	Married	7	7	8	9	no	Professional degree needed to practice in a licensed profession	7	no	no	no	no	no	no	no	no
Emma	Myers	43	Married	9	9	8	7	no	Professional degree needed to practice in a licensed profession	5	no	yes	no	no	yes	yes	no	yes
Emma	Perry	42	Married	10	9	7	8	yes	Bachelor's degree or other programs (three or more years)	15	no	yes	no	no	no	yes	no	yes
Emma	Flores	63	Married	10	9	7	10	yes	Secondary school (high school diploma)	10	yes	no	no	no	yes	yes	yes	no
Emma	Schiappacasse	64	Single	8	7	9	7	no	Bachelor's degree or other programs (three or more years)	2	no	no	no	no	no	no	no	yes
Emma	Staniforth	73	Single	9	7	10	9	no	One-year degree, diploma or certificate	5	yes	no	no	no	no	no	yes	yes
Enrico	Casarosa	54	Single	9	7	8	8	yes	Bachelor's degree or other programs (three or more years)	14	yes	no	no	no	yes	no	yes	yes
Eric	Anderson	31	Single	8	8	8	9	no	One-year degree, diploma or certificate	1	no	no	no	no	no	yes	no	no
Eric	Andraos	54	Single	8	10	9	8	no	Two or more certificates, diplomas, or degrees	13	no	no	no	no	no	yes	no	no
Eric	Bermender	56	Single	9	9	10	9	yes	Secondary school (high school diploma)	15	yes	no	no	no	no	yes	yes	yes
Eric	Byers	35	Single	9	8	7	7	yes	Two or more certificates, diplomas, or degrees	3	no	no	no	no	yes	yes	no	no
Eric	Pearson	51	Single	9	9	10	7	yes	Professional degree needed to practice in a licensed profession	13	yes	no	no	no	no	no	yes	yes
Eric	Peden	53	Single	9	7	7	8	yes	Two-year degree, diploma or certificate	12	yes	no	no	no	yes	yes	yes	yes
Eric	Shepard	30	Married	7	9	10	10	yes	One-year degree, diploma or certificate	14	no	yes	no	no	yes	no	no	yes
Eric	Wegener	30	Married	10	9	9	7	yes	University degree at the Master's level	9	no	no	no	no	no	yes	no	no
Erica	Milsom	57	Single	8	8	10	10	yes	Two-year degree, diploma or certificate	14	yes	no	no	no	yes	yes	yes	yes
Erica	Simons	26	Married	7	10	10	10	yes	Professional degree needed to practice in a licensed profession	2	no	yes	no	no	no	yes	no	yes
Erik	Anderson	68	Married	9	9	10	10	yes	Two or more certificates, diplomas, or degrees	8	yes	no	no	no	yes	yes	yes	yes
Erika	Schmidt	40	Single	8	7	10	8	no	One-year degree, diploma or certificate	13	no	no	no	no	yes	yes	no	yes
Erin	Collins Butler	53	Married	7	8	10	10	no	Secondary school (high school diploma)	14	no	no	no	no	no	yes	no	yes
Erin	Fitzgerald	29	Single	8	9	7	10	yes	University degree at the Doctoral (PhD) level	8	yes	no	no	no	yes	yes	yes	no
Erin	O'Neal	20	Single	7	7	10	10	yes	Professional degree needed to practice in a licensed profession	11	yes	no	no	no	yes	yes	yes	no
Erinn	Kathryn Burke	32	Married	9	7	9	9	yes	Bachelor's degree or other programs (three or more years)	7	no	yes	no	no	yes	no	no	no
Ernesto	Nemesio	37	Married	9	8	10	10	yes	University degree at the Master's level	13	no	no	no	no	yes	no	no	yes
Ethan	Dean	23	Married	8	7	8	8	no	Two-year degree, diploma or certificate	9	no	yes	no	no	yes	no	no	no
Ethan	Loh	22	Married	8	7	8	10	yes	Two-year degree, diploma or certificate	5	no	no	no	no	no	yes	no	yes
Eun-Mee	Ahn	45	Single	10	7	9	7	yes	University degree at the Master's level	3	yes	no	no	no	no	no	yes	yes
Eva	Porter	43	Married	10	9	8	8	yes	Professional degree needed to practice in a licensed profession	3	no	yes	no	no	yes	no	no	yes
Evan	Agos	49	Single	7	7	7	8	yes	Two-year degree, diploma or certificate	14	no	no	no	no	yes	no	no	no
Evan	Bonifacio	60	Married	9	8	9	9	yes	Two-year degree, diploma or certificate	15	no	yes	no	no	yes	no	no	no
Evelyn	Carroll	22	Married	10	7	7	10	yes	University degree at the Doctoral (PhD) level	1	yes	no	no	no	yes	yes	yes	no
F.	Sebastian Grassia	66	Married	9	8	8	9	yes	One-year degree, diploma or certificate	7	yes	yes	no	no	no	no	yes	no
Falonte	D. Moore	67	Married	9	7	9	10	yes	University degree at the Master's level	15	no	no	no	no	yes	yes	no	yes
F'lix	O. Santiago	59	Married	9	8	7	7	yes	Two-year degree, diploma or certificate	3	yes	yes	no	no	no	yes	yes	no
Fernanda	Abarca	73	Single	9	10	7	7	no	Professional degree needed to practice in a licensed profession	4	no	no	no	no	yes	no	no	no
Fernando	de Goes	33	Single	8	9	9	8	yes	Secondary school (high school diploma)	4	yes	no	no	no	no	no	yes	yes
Finneas	O'Connell	36	Single	10	10	9	10	no	University degree at the Master's level	9	no	no	no	no	no	yes	no	no
Fiona	Ferguson	64	Married	9	8	7	7	yes	Two or more certificates, diplomas, or degrees	10	yes	no	no	no	yes	no	yes	no
Fiona	Hawkins	61	Married	9	9	8	10	no	Two or more certificates, diplomas, or degrees	1	no	no	no	no	yes	no	no	no
Fletcher	Sheridan	31	Single	9	8	8	7	no	Bachelor's degree or other programs (three or more years)	9	no	no	no	no	yes	yes	no	no
Florian	Hecht	27	Married	9	7	7	9	no	Two-year degree, diploma or certificate	4	no	yes	no	no	no	no	no	no
Florian	Zitzelsberger	70	Married	8	7	9	10	yes	One-year degree, diploma or certificate	6	no	yes	no	no	yes	yes	no	no
Florrie	Cole	71	Married	7	9	10	7	no	Two or more certificates, diplomas, or degrees	1	no	no	no	no	no	no	no	no
Florrie	Edwards	50	Single	7	9	8	9	no	Professional degree needed to practice in a licensed profession	6	yes	no	no	no	no	yes	yes	no
Fran	Gonz'lez Garc'a	66	Single	8	10	9	10	no	University degree at the Master's level	2	yes	no	no	no	yes	no	yes	no
Frances	Kang	70	Single	10	10	8	10	yes	University degree at the Master's level	11	no	no	no	no	no	no	no	no
Francesco	Matteo Olcese	45	Married	9	8	7	10	no	One-year degree, diploma or certificate	6	yes	no	no	no	no	yes	yes	no
Frank	Yung-Lian Tai	23	Married	9	8	7	7	no	University degree at the Doctoral (PhD) level	15	no	yes	no	no	yes	no	no	no
Freddie	Douglas	18	Married	7	9	7	9	no	Secondary school (high school diploma)	3	yes	yes	no	no	yes	yes	yes	no
Frederick	Baker	19	Single	7	8	10	10	yes	University degree at the Master's level	4	no	no	no	no	no	no	no	yes
Frederick	Casey	42	Single	10	9	9	7	yes	Secondary school (high school diploma)	7	no	no	no	no	no	no	no	yes
Frederick	Evans	43	Married	10	10	10	8	yes	Two or more certificates, diplomas, or degrees	8	yes	yes	no	no	yes	yes	yes	no
Freeson	Wang	54	Married	8	8	8	10	no	University degree at the Doctoral (PhD) level	11	no	no	no	no	yes	no	no	no
Gabriela	Fischer	26	Single	8	8	9	7	yes	University degree at the Doctoral (PhD) level	9	no	no	no	no	yes	yes	no	yes
Gairo	Cuevas	32	Married	8	7	7	10	yes	University degree at the Doctoral (PhD) level	11	yes	yes	no	no	yes	no	yes	no
Galyn	Susman	56	Single	8	10	9	7	yes	Two or more certificates, diplomas, or degrees	14	yes	no	no	no	no	yes	yes	no
Gary	Bruins	55	Married	9	7	10	10	yes	University degree at the Doctoral (PhD) level	4	no	yes	no	no	yes	no	no	yes
Gary	Monheit	56	Single	10	7	8	7	yes	Secondary school (high school diploma)	9	no	no	no	no	yes	no	no	no
Gates	Roberg-Clark	34	Married	9	7	7	9	no	Secondary school (high school diploma)	4	no	no	no	no	yes	no	no	yes
Geoffrey	Jarrett	59	Single	10	10	7	7	yes	Two or more certificates, diplomas, or degrees	9	yes	no	no	no	no	no	yes	no
Geoffrey	Osika	66	Married	10	10	9	8	no	Two or more certificates, diplomas, or degrees	10	yes	no	no	no	yes	no	yes	no
George	Campbell	50	Single	10	9	7	8	yes	Bachelor's degree or other programs (three or more years)	2	no	no	no	no	no	yes	no	no
George	Doering	55	Single	8	7	9	8	no	Two-year degree, diploma or certificate	13	no	no	no	no	yes	no	no	no
George	ElKoura	35	Single	7	7	8	9	yes	Secondary school (high school diploma)	11	no	no	no	no	no	no	no	yes
Gerald	White	72	Married	9	8	9	7	yes	University degree at the Master's level	8	yes	no	no	no	yes	yes	yes	yes
Gerardo	Osorio	51	Single	9	7	9	7	yes	Two-year degree, diploma or certificate	10	yes	no	no	no	yes	yes	yes	no
Gerisa	Macale	27	Single	8	8	10	9	yes	Two-year degree, diploma or certificate	12	no	no	no	no	no	no	no	yes
Gernot	Wolfgang	57	Married	9	9	9	8	no	Two or more certificates, diplomas, or degrees	0	yes	yes	no	no	no	yes	yes	yes
Gillian	Libbert-Duncan	21	Single	7	9	8	8	no	One-year degree, diploma or certificate	4	no	no	no	no	no	no	no	no
Giovannie	Espiritu	35	Married	8	9	7	9	no	Secondary school (high school diploma)	3	yes	no	no	no	yes	yes	yes	no
Glenn	Kasprzycki	63	Single	10	9	10	10	yes	Two or more certificates, diplomas, or degrees	2	yes	no	no	no	yes	yes	yes	no
Gordon	Cameron	22	Married	8	7	8	8	yes	One-year degree, diploma or certificate	4	yes	yes	no	no	no	yes	yes	yes
Grace	Adams	35	Married	7	9	9	9	no	Two or more certificates, diplomas, or degrees	10	yes	yes	no	no	no	yes	yes	yes
Grace	Thompson	37	Single	9	9	10	9	yes	Bachelor's degree or other programs (three or more years)	7	no	no	no	no	no	no	no	yes
Grade	Oh	66	Single	8	9	10	8	yes	Bachelor's degree or other programs (three or more years)	15	yes	no	no	no	no	no	yes	no
Graham	Finley	40	Married	9	7	7	10	yes	Two or more certificates, diplomas, or degrees	5	no	yes	no	no	no	no	no	no
Graham	Gibson	18	Married	7	9	10	9	yes	One-year degree, diploma or certificate	5	yes	no	no	no	no	yes	yes	no
Grant	Gatzke	56	Married	8	10	10	9	no	Professional degree needed to practice in a licensed profession	14	no	yes	no	no	yes	no	no	yes
Grayson	Villanueva	21	Married	8	10	8	8	no	University degree at the Master's level	5	yes	no	no	no	no	yes	yes	yes
Greg	Dykstra	74	Married	7	7	9	10	yes	University degree at the Doctoral (PhD) level	15	yes	no	no	no	yes	no	yes	yes
Greg	Gladstone	35	Married	7	8	9	7	yes	Professional degree needed to practice in a licensed profession	1	yes	no	no	no	no	yes	yes	yes
Greg	Snyder	71	Married	7	9	7	9	yes	Professional degree needed to practice in a licensed profession	14	yes	no	no	no	yes	no	yes	no
Gregory	Finch	31	Married	7	9	7	8	yes	Two or more certificates, diplomas, or degrees	10	no	yes	no	no	no	no	no	no
Gregory	Fletcher	51	Single	9	10	10	7	yes	Two-year degree, diploma or certificate	13	no	no	no	no	no	yes	no	yes
Guilherme	Sauerbronn Jacinto	24	Single	9	7	7	10	no	Two-year degree, diploma or certificate	8	yes	no	no	no	no	no	yes	no
Guillaume	Chartier	35	Married	10	9	8	7	no	University degree at the Master's level	12	no	yes	no	no	yes	yes	no	yes
Gus	Dizon	40	Married	10	8	7	7	yes	Bachelor's degree or other programs (three or more years)	0	no	yes	no	no	no	no	no	yes
Guyu	Liang	67	Single	10	7	7	10	yes	Professional degree needed to practice in a licensed profession	7	no	no	no	no	no	yes	no	yes
Hadley	Gannaway	62	Single	10	9	7	10	no	Bachelor's degree or other programs (three or more years)	14	yes	no	no	no	yes	yes	yes	no
Hailey	Cooper	38	Single	10	8	9	7	no	University degree at the Doctoral (PhD) level	15	yes	no	no	no	yes	no	yes	no
Haldean	Brown	51	Married	9	9	8	9	no	University degree at the Master's level	3	yes	no	no	no	no	yes	yes	yes
Hank	Angeli	22	Married	10	8	9	10	no	Two-year degree, diploma or certificate	0	yes	no	no	no	no	yes	yes	no
Hannah	Chu	63	Single	9	7	9	10	yes	One-year degree, diploma or certificate	12	yes	no	no	no	yes	yes	yes	yes
Hayley	Iben	19	Married	10	8	10	9	no	University degree at the Master's level	9	no	no	no	no	yes	no	no	no
Heather	Barnes	67	Married	9	10	8	7	no	Professional degree needed to practice in a licensed profession	7	no	no	no	no	yes	no	no	yes
Heather	Campbell	50	Single	8	10	9	9	yes	Bachelor's degree or other programs (three or more years)	11	yes	no	no	no	no	no	yes	no
Heather	Clark	30	Married	8	9	7	8	no	University degree at the Master's level	14	yes	yes	no	no	no	yes	yes	yes
Heather	D.C. Jackson	62	Married	9	7	7	10	yes	Secondary school (high school diploma)	15	no	yes	no	no	yes	no	no	no
Heather	Eisner	20	Married	9	8	8	7	yes	Professional degree needed to practice in a licensed profession	11	no	yes	no	no	yes	yes	no	no
Heidi	Holman	34	Married	10	7	7	9	no	University degree at the Master's level	15	no	no	no	no	no	yes	no	yes
Heidi	Rosenfelder	52	Married	8	8	7	9	no	Professional degree needed to practice in a licensed profession	2	no	yes	no	no	yes	no	no	yes
Heidi	Stettner	31	Single	9	8	9	8	yes	Two or more certificates, diplomas, or degrees	15	no	no	no	no	no	yes	no	no
Helen	Hawaz	23	Married	7	9	9	7	no	One-year degree, diploma or certificate	15	no	yes	no	no	no	no	no	yes
Henry	Thompson	69	Married	9	9	10	9	no	One-year degree, diploma or certificate	12	no	yes	no	no	no	no	no	yes
Henry	Chau	69	Married	7	8	8	8	no	University degree at the Doctoral (PhD) level	15	no	no	no	no	no	yes	no	no
Herman	Wong	42	Single	8	8	7	10	yes	University degree at the Master's level	6	yes	no	no	no	no	no	yes	yes
Hiroaki	Narita	18	Single	7	10	9	7	yes	One-year degree, diploma or certificate	8	yes	no	no	no	yes	no	yes	yes
Hongyan	Yang	36	Married	10	10	8	7	yes	One-year degree, diploma or certificate	7	no	yes	no	no	yes	no	no	yes
Hosuk	Chang	56	Single	7	8	7	10	no	University degree at the Doctoral (PhD) level	9	no	no	no	no	no	yes	no	yes
Hsiao	Liu	18	Married	10	9	8	8	no	Two or more certificates, diplomas, or degrees	4	yes	no	no	no	no	yes	yes	no
Hsiao-Hsien	Aaron Lo	51	Single	8	9	9	9	yes	Two or more certificates, diplomas, or degrees	12	yes	no	no	no	no	no	yes	no
Huy	Nguyen	38	Married	7	10	8	10	yes	Secondary school (high school diploma)	1	yes	no	no	no	yes	no	yes	yes
Hyein	Park	34	Single	9	8	7	9	no	Bachelor's degree or other programs (three or more years)	8	no	no	no	no	yes	no	no	no
Ian	Hsieh	41	Single	7	9	7	7	no	Two-year degree, diploma or certificate	8	yes	no	no	no	no	no	yes	yes
Ian	James Corlett	29	Married	10	10	8	9	no	Two or more certificates, diplomas, or degrees	15	yes	no	no	no	no	yes	yes	no
Ian	Westcott	30	Married	8	9	7	7	yes	One-year degree, diploma or certificate	7	yes	yes	no	no	no	yes	yes	no
Iara	Nemirovsky	54	Married	9	9	10	7	yes	One-year degree, diploma or certificate	6	yes	yes	no	no	no	no	yes	no
Ilan	Gabai	59	Single	7	8	7	7	yes	University degree at the Doctoral (PhD) level	9	no	no	no	no	no	no	no	yes
Isabel	Conde Maki	53	Married	9	7	7	8	no	Bachelor's degree or other programs (three or more years)	3	no	no	no	no	no	no	no	no
Isaiah	Clark-Sanders	57	Single	7	8	10	10	no	Two-year degree, diploma or certificate	12	no	no	no	no	no	yes	no	no
Ivan	Piesh	50	Married	8	7	10	8	no	Two or more certificates, diplomas, or degrees	6	yes	yes	no	no	yes	no	yes	no
Iv'n	Mauricio Calder'n	50	Single	7	7	9	7	yes	Bachelor's degree or other programs (three or more years)	8	yes	no	no	no	yes	yes	yes	yes
Ivo	Kos	72	Married	8	10	8	8	no	Two-year degree, diploma or certificate	0	yes	no	no	no	yes	yes	yes	no
J.	Darion Cuevas	30	Married	8	9	9	8	no	Bachelor's degree or other programs (three or more years)	8	yes	no	no	no	yes	no	yes	no
J.	Garett Sheldrew	54	Married	10	10	9	9	no	One-year degree, diploma or certificate	6	no	no	no	no	no	yes	no	no
Jack	Spencer	67	Married	8	9	7	7	no	University degree at the Doctoral (PhD) level	1	yes	yes	no	no	no	no	yes	yes
Jack	Cheng	32	Single	8	10	9	10	yes	University degree at the Master's level	2	yes	no	no	no	no	no	yes	no
Jack	Fisher	19	Single	7	10	10	9	no	Two-year degree, diploma or certificate	7	yes	no	no	no	no	yes	yes	no
Jack	Hattori	29	Married	7	10	8	9	no	Two or more certificates, diplomas, or degrees	14	yes	no	no	no	no	yes	yes	no
Jack	Zhao	36	Single	7	10	10	8	yes	University degree at the Doctoral (PhD) level	0	yes	no	no	no	yes	no	yes	no
Jaclyn	Simon	40	Single	10	10	8	8	no	University degree at the Master's level	7	yes	no	no	no	yes	yes	yes	yes
Jacob	Cole	44	Single	9	10	7	9	yes	Professional degree needed to practice in a licensed profession	1	no	no	no	no	no	yes	no	yes
Jacob	Braun	38	Single	10	7	7	10	yes	University degree at the Master's level	13	no	no	no	no	yes	yes	no	yes
Jacob	Brooks	28	Married	7	7	7	8	yes	One-year degree, diploma or certificate	1	no	yes	no	no	yes	yes	no	no
Jacob	Richards	38	Married	9	7	7	10	yes	University degree at the Doctoral (PhD) level	4	yes	no	no	no	no	no	yes	no
Jacqueline	Brand	45	Single	9	9	8	7	yes	University degree at the Doctoral (PhD) level	3	yes	no	no	no	no	no	yes	yes
Jacy	Johnson	53	Married	8	9	7	7	yes	Two or more certificates, diplomas, or degrees	5	no	no	no	no	yes	no	no	no
Jae	H. Kim	69	Married	8	7	7	8	yes	Professional degree needed to practice in a licensed profession	5	no	no	no	no	yes	no	no	no
Jaiden	Alexander McLeod	72	Single	10	7	8	7	no	Two-year degree, diploma or certificate	6	yes	no	no	no	yes	no	yes	yes
Jaime	Roe	27	Single	10	8	7	10	yes	University degree at the Doctoral (PhD) level	10	yes	no	no	no	yes	no	yes	yes
Jalise	Beamon	23	Married	7	7	8	7	no	Two-year degree, diploma or certificate	14	no	no	no	no	no	no	no	yes
Jamal	Moore	29	Married	8	8	10	8	no	University degree at the Master's level	14	no	yes	no	no	yes	no	no	no
James	Anderson	56	Married	9	8	8	10	no	One-year degree, diploma or certificate	9	yes	no	no	no	yes	no	yes	no
James	Carter	27	Single	10	8	10	8	no	Bachelor's degree or other programs (three or more years)	1	yes	no	no	no	yes	no	yes	yes
James	Andereggen	24	Married	7	10	9	9	yes	University degree at the Doctoral (PhD) level	15	yes	yes	no	no	yes	no	yes	yes
James	Bartolozzi	63	Single	10	10	10	7	yes	One-year degree, diploma or certificate	4	no	no	no	no	no	yes	no	no
James	Burgess	68	Married	7	10	8	10	yes	Two-year degree, diploma or certificate	6	no	no	no	no	no	yes	no	no
James	Campbell	43	Married	7	10	10	9	no	Secondary school (high school diploma)	1	no	yes	no	no	no	yes	no	yes
James	Ford Murphy	57	Married	10	9	8	9	no	Two-year degree, diploma or certificate	14	no	yes	no	no	yes	yes	no	yes
James	Hayden	45	Single	10	7	9	7	no	University degree at the Master's level	8	no	no	no	no	yes	no	no	yes
James	Hong	23	Single	10	10	7	8	yes	Two or more certificates, diplomas, or degrees	5	no	no	no	no	yes	no	no	yes
James	L. Jackson	63	Married	9	9	7	10	no	Professional degree needed to practice in a licensed profession	3	yes	no	no	no	yes	no	yes	no
James	Miller	42	Married	7	8	10	9	no	University degree at the Master's level	1	yes	no	no	no	yes	yes	yes	no
James	Spencer	34	Single	10	9	10	10	yes	Two or more certificates, diplomas, or degrees	7	yes	no	no	no	yes	yes	yes	yes
James	Taku Leung	56	Single	7	8	9	9	no	Two-year degree, diploma or certificate	3	no	no	no	no	no	no	no	no
James	W. Brown	31	Single	8	7	10	9	yes	Two-year degree, diploma or certificate	7	yes	no	no	no	yes	no	yes	no
Jamie	Datz	74	Single	10	9	9	9	no	Secondary school (high school diploma)	3	yes	no	no	no	no	no	yes	no
Jamie	Olvera	62	Married	7	9	8	8	no	Secondary school (high school diploma)	0	no	yes	no	no	no	no	no	no
Jamie	Ryan	23	Married	7	9	7	8	no	Professional degree needed to practice in a licensed profession	3	yes	no	no	no	yes	yes	yes	yes
Jamie	Williams	57	Married	8	8	8	8	no	One-year degree, diploma or certificate	10	no	yes	no	no	yes	no	no	no
Jamie	Woolf	60	Single	8	9	8	10	no	Two or more certificates, diplomas, or degrees	8	yes	no	no	no	yes	yes	yes	no
Jane	Murphy	24	Single	7	10	7	10	no	Secondary school (high school diploma)	3	yes	no	no	no	yes	yes	yes	no
Jane	Snow Cassidy	69	Married	9	8	10	7	yes	University degree at the Master's level	10	yes	no	no	no	yes	no	yes	no
Janel	Drewis	29	Married	10	10	7	9	yes	University degree at the Master's level	8	no	no	no	no	no	no	no	yes
Janet	Yang	49	Married	8	10	8	10	no	Secondary school (high school diploma)	3	yes	yes	no	no	no	yes	yes	yes
Jaraed	Bello	70	Married	10	8	8	7	yes	University degree at the Doctoral (PhD) level	13	yes	no	no	no	yes	yes	yes	no
Jared	Counts	28	Single	8	7	10	10	no	One-year degree, diploma or certificate	8	no	no	no	no	yes	no	no	no
Jared	Fong	22	Single	10	10	7	7	no	One-year degree, diploma or certificate	2	yes	no	no	no	no	no	yes	yes
Jared	Gonzales	45	Single	10	10	10	8	yes	Bachelor's degree or other programs (three or more years)	8	yes	no	no	no	yes	yes	yes	yes
Jared	Rawle	32	Single	8	9	7	8	no	University degree at the Doctoral (PhD) level	0	no	no	no	no	no	no	no	yes
Jasmine	Derry	46	Single	10	9	7	8	no	Bachelor's degree or other programs (three or more years)	11	yes	no	no	no	no	yes	yes	yes
Jasmine	S. Williams	56	Single	9	9	7	7	no	University degree at the Master's level	12	yes	no	no	no	no	yes	yes	no
Jason	Deamer	68	Married	9	8	9	7	yes	One-year degree, diploma or certificate	3	yes	yes	no	no	no	yes	yes	no
Jason	Kim	27	Married	7	10	8	9	yes	Two or more certificates, diplomas, or degrees	12	yes	no	no	no	no	yes	yes	no
Jason	Maybaum	20	Married	7	9	7	7	no	University degree at the Doctoral (PhD) level	13	no	no	no	no	yes	yes	no	yes
Jason	Watkins	70	Single	10	8	7	9	yes	Two-year degree, diploma or certificate	4	no	no	no	no	no	no	no	no
