first_name,last_name,age,marital_status,speak_1,listen_1,read_1,write_1,all_2,education,work_experience,arranged_employment,adaptability_spouse_language,adaptability_spouse_education,adaptability_spouse_work,adaptability_you_education,adaptability_you_work,adaptability_you_employment,adaptability_relatives
Frederick,Baker,19,Single,7,8,10,10,yes,University degree at the Master’s level,4,no,no,no,no,no,no,no,yes
Frederick,Casey,42,Single,10,9,9,7,yes,Secondary school (high school diploma),7,no,no,no,no,no,no,no,yes
Frederick,Evans,43,Married,10,10,10,8,yes,"Two or more certificates, diplomas, or degrees",8,yes,yes,no,no,yes,yes,yes,no
Freeson,Wang,54,Married,8,8,8,10,no,University degree at the Doctoral (PhD) level,11,no,no,no,no,yes,no,yes,no
Gabriela,Fischer,26,Single,8,8,9,7,yes,University degree at the Doctoral (PhD) level,9,no,no,no,no,yes,yes,no,yes
Gairo,Cuevas,32,Married,8,7,7,10,yes,University degree at the Doctoral (PhD) level,11,yes,yes,no,no,yes,no,yes,no
Galyn,Susman,56,Single,8,10,9,7,yes,"Two or more certificates, diplomas, or degrees",14,yes,no,no,no,no,yes,yes,no
Gary,Bruins,55,Married,9,7,10,10,yes,University degree at the Doctoral (PhD) level,4,no,yes,no,no,yes,no,yes,yes
Gary,Monheit,56,Single,10,7,8,7,yes,Secondary school (high school diploma),9,no,no,no,no,yes,no,yes,no
Gates,Roberg-Clark,34,Married,9,7,7,9,no,Secondary school (high school diploma),4,no,no,no,no,yes,no,yes,yes
Geoffrey,Jarrett,59,Single,10,10,7,7,yes,"Two or more certificates, diplomas, or degrees",9,yes,no,no,no,no,no,yes,no
Geoffrey,Osika,66,Married,10,10,9,8,no,"Two or more certificates, diplomas, or degrees",10,yes,no,no,no,yes,no,no,no
George,Campbell,50,Single,10,9,7,8,yes,Bachelor’s degree or other programs (three or more years),2,no,no,no,no,no,yes,no,no
George,Doering,55,Single,8,7,9,8,no,"Two-year degree, diploma or certificate",13,no,no,no,no,yes,no,no,no
George,ElKoura,35,Single,7,7,8,9,yes,Secondary school (high school diploma),11,no,no,no,no,no,no,yes,yes
Gerald,White,72,Married,9,8,9,7,yes,University degree at the Master’s level,8,yes,no,no,no,yes,yes,yes,yes
Gerardo,Osorio,51,Single,9,7,9,7,yes,"Two-year degree, diploma or certificate",10,yes,no,no,no,yes,yes,no,no
Gerisa,Macale,27,Single,8,8,10,9,yes,"Two-year degree, diploma or certificate",12,no,no,no,no,no,no,no,yes
Gernot,Wolfgang,57,Married,9,9,9,8,no,"Two or more certificates, diplomas, or degrees",0,yes,yes,no,no,no,yes,yes,yes
Gillian,Libbert-Duncan,21,Single,7,9,8,8,no,"One-year degree, diploma or certificate",4,no,no,no,no,no,no,no,no
Giovannie,Espiritu,35,Married,8,9,7,9,no,Secondary school (high school diploma),3,yes,no,no,no,yes,yes,yes,no
Glenn,Kasprzycki,63,Single,10,9,10,10,yes,"Two or more certificates, diplomas, or degrees",2,yes,no,no,no,yes,yes,yes,no
Gordon,Cameron,22,Married,8,7,8,8,yes,"One-year degree, diploma or certificate",4,yes,yes,no,no,no,yes,yes,yes
Grace,Adams,35,Married,7,9,9,9,no,"Two or more certificates, diplomas, or degrees",10,yes,yes,no,no,no,yes,yes,yes
Grace,Thompson,37,Single,9,9,10,9,yes,Bachelor’s degree or other programs (three or more years),7,no,no,no,no,no,no,no,yes
Grade,Oh,66,Single,8,9,10,8,yes,Bachelor’s degree or other programs (three or more years),15,yes,no,no,no,no,no,yes,no
Graham,Finley,40,Married,9,7,7,10,yes,"Two or more certificates, diplomas, or degrees",5,no,yes,no,no,no,no,yes,no
Graham,Gibson,18,Married,7,9,10,9,yes,"One-year degree, diploma or certificate",5,yes,no,no,no,no,yes,yes,no
Grant,Gatzke,56,Married,8,10,10,9,no,Professional degree needed to practice in a licensed profession,14,no,yes,no,no,yes,no,yes,yes
Grayson,Villanueva,21,Married,8,10,8,8,no,University degree at the Master’s level,5,yes,no,no,no,no,yes,no,yes
Greg,Dykstra,74,Married,7,7,9,10,yes,University degree at the Doctoral (PhD) level,15,yes,no,no,no,yes,no,no,yes
Greg,Gladstone,35,Married,7,8,9,7,yes,Professional degree needed to practice in a licensed profession,1,yes,no,no,no,no,yes,no,yes
Greg,Snyder,71,Married,7,9,7,9,yes,Professional degree needed to practice in a licensed profession,14,yes,no,no,no,yes,no,no,no
Gregory,Finch,31,Married,7,9,7,8,yes,"Two or more certificates, diplomas, or degrees",10,no,yes,no,no,no,no,yes,no
Gregory,Fletcher,51,Single,9,10,10,7,yes,"Two-year degree, diploma or certificate",13,no,no,no,no,no,yes,yes,yes
Guilherme,Sauerbronn Jacinto,24,Single,9,7,7,10,no,"Two-year degree, diploma or certificate",8,yes,no,no,no,no,no,no,no
Guillaume,Chartier,35,Married,10,9,8,7,no,University degree at the Master’s level,12,no,yes,no,no,yes,yes,yes,yes
Gus,Dizon,40,Married,10,8,7,7,yes,Bachelor’s degree or other programs (three or more years),0,no,yes,no,no,no,no,no,yes
Guyu,Liang,67,Single,10,7,7,10,yes,Professional degree needed to practice in a licensed profession,7,no,no,no,no,no,yes,no,yes
Hadley,Gannaway,62,Single,10,9,7,10,no,Bachelor’s degree or other programs (three or more years),14,yes,no,no,no,yes,yes,no,no
Hailey,Cooper,38,Single,10,8,9,7,no,University degree at the Doctoral (PhD) level,15,yes,no,no,no,yes,no,no,no
Haldean,Brown,51,Married,9,9,8,9,no,University degree at the Master’s level,3,yes,no,no,no,no,yes,no,yes
Hank,Angeli,22,Married,10,8,9,10,no,"Two-year degree, diploma or certificate",0,yes,no,no,no,no,yes,no,no
Hannah,Chu,63,Single,9,7,9,10,yes,"One-year degree, diploma or certificate",12,yes,no,no,no,yes,yes,no,yes
Hayley,Iben,19,Married,10,8,10,9,no,University degree at the Master’s level,9,no,no,no,no,yes,no,yes,no
Heather,Barnes,67,Married,9,10,8,7,no,Professional degree needed to practice in a licensed profession,7,no,no,no,no,yes,no,no,yes
Heather,Campbell,50,Single,8,10,9,9,yes,Bachelor’s degree or other programs (three or more years),11,yes,no,no,no,no,no,no,no
Heather,Clark,30,Married,8,9,7,8,no,University degree at the Master’s level,14,yes,yes,no,no,no,yes,yes,yes
Heather,D.C. Jackson,62,Married,9,7,7,10,yes,Secondary school (high school diploma),15,no,yes,no,no,yes,no,no,no
Heather,Eisner,20,Married,9,8,8,7,yes,Professional degree needed to practice in a licensed profession,11,no,yes,no,no,yes,yes,no,no
Heidi,Holman,34,Married,10,7,7,9,no,University degree at the Master’s level,15,no,no,no,no,no,yes,no,yes
Heidi,Rosenfelder,52,Married,8,8,7,9,no,Professional degree needed to practice in a licensed profession,2,no,yes,no,no,yes,no,yes,yes
Heidi,Stettner,31,Single,9,8,9,8,yes,"Two or more certificates, diplomas, or degrees",15,no,no,no,no,no,yes,yes,no
Helen,Hawaz,23,Married,7,9,9,7,no,"One-year degree, diploma or certificate",15,no,yes,no,no,no,no,no,yes
Henry,Thompson,69,Married,9,9,10,9,no,"One-year degree, diploma or certificate",12,no,yes,no,no,no,no,yes,yes
Henry,Chau,69,Married,7,8,8,8,no,University degree at the Doctoral (PhD) level,15,no,no,no,no,no,yes,yes,no
Herman,Wong,42,Single,8,8,7,10,yes,University degree at the Master’s level,6,yes,no,no,no,no,no,no,yes
Hiroaki,Narita,18,Single,7,10,9,7,yes,"One-year degree, diploma or certificate",8,yes,no,no,no,yes,no,yes,yes
Hongyan,Yang,36,Married,10,10,8,7,yes,"One-year degree, diploma or certificate",7,no,yes,no,no,yes,no,yes,yes
Hosuk,Chang,56,Single,7,8,7,10,no,University degree at the Doctoral (PhD) level,9,no,no,no,no,no,yes,yes,yes
Hsiao,Liu,18,Married,10,9,8,8,no,"Two or more certificates, diplomas, or degrees",4,yes,no,no,no,no,yes,yes,no
Hsiao-Hsien,Aaron Lo,51,Single,8,9,9,9,yes,"Two or more certificates, diplomas, or degrees",12,yes,no,no,no,no,no,yes,no
Huy,Nguyen,38,Married,7,10,8,10,yes,Secondary school (high school diploma),1,yes,no,no,no,yes,no,yes,yes
Hyein,Park,34,Single,9,8,7,9,no,Bachelor’s degree or other programs (three or more years),8,no,no,no,no,yes,no,yes,no
Ian,Hsieh,41,Single,7,9,7,7,no,"Two-year degree, diploma or certificate",8,yes,no,no,no,no,no,no,yes
Ian,James Corlett,29,Married,10,10,8,9,no,"Two or more certificates, diplomas, or degrees",15,yes,no,no,no,no,yes,no,no
Ian,Westcott,30,Married,8,9,7,7,yes,"One-year degree, diploma or certificate",7,yes,yes,no,no,no,yes,yes,no
Iara,Nemirovsky,54,Married,9,9,10,7,yes,"One-year degree, diploma or certificate",6,yes,yes,no,no,no,no,yes,no
Ilan,Gabai,59,Single,7,8,7,7,yes,University degree at the Doctoral (PhD) level,9,no,no,no,no,no,no,no,yes
Isabel,Conde Maki,53,Married,9,7,7,8,no,Bachelor’s degree or other programs (three or more years),3,no,no,no,no,no,no,no,no
Isaiah,Clark-Sanders,57,Single,7,8,10,10,no,"Two-year degree, diploma or certificate",12,no,no,no,no,no,yes,yes,no
Ivan,Piesh,50,Married,8,7,10,8,no,"Two or more certificates, diplomas, or degrees",6,yes,yes,no,no,yes,no,yes,no
Iván,Mauricio Calderón,50,Single,7,7,9,7,yes,Bachelor’s degree or other programs (three or more years),8,yes,no,no,no,yes,yes,no,yes
Ivo,Kos,72,Married,8,10,8,8,no,"Two-year degree, diploma or certificate",0,yes,no,no,no,yes,yes,yes,no
J.,Darion Cuevas,30,Married,8,9,9,8,no,Bachelor’s degree or other programs (three or more years),8,yes,no,no,no,yes,no,no,no
J.,Garett Sheldrew,54,Married,10,10,9,9,no,"One-year degree, diploma or certificate",6,no,no,no,no,no,yes,no,no
Jack,Spencer,67,Married,8,9,7,7,no,University degree at the Doctoral (PhD) level,1,yes,yes,no,no,no,no,yes,yes
Jack,Cheng,32,Single,8,10,9,10,yes,University degree at the Master’s level,2,yes,no,no,no,no,no,yes,no
Jack,Fisher,19,Single,7,10,10,9,no,"Two-year degree, diploma or certificate",7,yes,no,no,no,no,yes,yes,no
Jack,Hattori,29,Married,7,10,8,9,no,"Two or more certificates, diplomas, or degrees",14,yes,no,no,no,no,yes,yes,no
Jack,Zhao,36,Single,7,10,10,8,yes,University degree at the Doctoral (PhD) level,0,yes,no,no,no,yes,no,yes,no
Jaclyn,Simon,40,Single,10,10,8,8,no,University degree at the Master’s level,7,yes,no,no,no,yes,yes,no,yes
Jacob,Cole,44,Single,9,10,7,9,yes,Professional degree needed to practice in a licensed profession,1,no,no,no,no,no,yes,no,yes
Jacob,Braun,38,Single,10,7,7,10,yes,University degree at the Master’s level,13,no,no,no,no,yes,yes,yes,yes
Jacob,Brooks,28,Married,7,7,7,8,yes,"One-year degree, diploma or certificate",1,no,yes,no,no,yes,yes,no,no
Jacob,Richards,38,Married,9,7,7,10,yes,University degree at the Doctoral (PhD) level,4,yes,no,no,no,no,no,yes,no
Jacqueline,Brand,45,Single,9,9,8,7,yes,University degree at the Doctoral (PhD) level,3,yes,no,no,no,no,no,no,yes
Jacy,Johnson,53,Married,8,9,7,7,yes,"Two or more certificates, diplomas, or degrees",5,no,no,no,no,yes,no,yes,no
Jae,H. Kim,69,Married,8,7,7,8,yes,Professional degree needed to practice in a licensed profession,5,no,no,no,no,yes,no,yes,no
Jaiden,Alexander McLeod,72,Single,10,7,8,7,no,"Two-year degree, diploma or certificate",6,yes,no,no,no,yes,no,yes,yes
Jaime,Roe,27,Single,10,8,7,10,yes,University degree at the Doctoral (PhD) level,10,yes,no,no,no,yes,no,yes,yes
Jalise,Beamon,23,Married,7,7,8,7,no,"Two-year degree, diploma or certificate",14,no,no,no,no,no,no,no,yes
Jamal,Moore,29,Married,8,8,10,8,no,University degree at the Master’s level,14,no,yes,no,no,yes,no,no,no
James,Anderson,56,Married,9,8,8,10,no,"One-year degree, diploma or certificate",9,yes,no,no,no,yes,no,yes,no
James,Carter,27,Single,10,8,10,8,no,Bachelor’s degree or other programs (three or more years),1,yes,no,no,no,yes,no,yes,yes
James,Andereggen,24,Married,7,10,9,9,yes,University degree at the Doctoral (PhD) level,15,yes,yes,no,no,yes,no,no,yes
James,Bartolozzi,63,Single,10,10,10,7,yes,"One-year degree, diploma or certificate",4,no,no,no,no,no,yes,no,no
James,Burgess,68,Married,7,10,8,10,yes,"Two-year degree, diploma or certificate",6,no,no,no,no,no,yes,yes,no
James,Campbell,43,Married,7,10,10,9,no,Secondary school (high school diploma),1,no,yes,no,no,no,yes,no,yes
James,Ford Murphy,57,Married,10,9,8,9,no,"Two-year degree, diploma or certificate",14,no,yes,no,no,yes,yes,yes,yes
James,Hayden,45,Single,10,7,9,7,no,University degree at the Master’s level,8,no,no,no,no,yes,no,no,yes
James,Hong,23,Single,10,10,7,8,yes,"Two or more certificates, diplomas, or degrees",5,no,no,no,no,yes,no,yes,yes
James,L. Jackson,63,Married,9,9,7,10,no,Professional degree needed to practice in a licensed profession,3,yes,no,no,no,yes,no,no,no
James,Miller,42,Married,7,8,10,9,no,University degree at the Master’s level,1,yes,no,no,no,yes,yes,yes,no
James,Spencer,34,Single,10,9,10,10,yes,"Two or more certificates, diplomas, or degrees",7,yes,no,no,no,yes,yes,yes,yes
James,Taku Leung,56,Single,7,8,9,9,no,"Two-year degree, diploma or certificate",3,no,no,no,no,no,no,yes,no
James,W. Brown,31,Single,8,7,10,9,yes,"Two-year degree, diploma or certificate",7,yes,no,no,no,yes,no,yes,no
Jamie,Datz,74,Single,10,9,9,9,no,Secondary school (high school diploma),3,yes,no,no,no,no,no,yes,no
Jamie,Olvera,62,Married,7,9,8,8,no,Secondary school (high school diploma),0,no,yes,no,no,no,no,yes,no
Jamie,Ryan,23,Married,7,9,7,8,no,Professional degree needed to practice in a licensed profession,3,yes,no,no,no,yes,yes,yes,yes
Jamie,Williams,57,Married,8,8,8,8,no,"One-year degree, diploma or certificate",10,no,yes,no,no,yes,no,no,no
Jamie,Woolf,60,Single,8,9,8,10,no,"Two or more certificates, diplomas, or degrees",8,yes,no,no,no,yes,yes,no,no
Jane,Murphy,24,Single,7,10,7,10,no,Secondary school (high school diploma),3,yes,no,no,no,yes,yes,no,no
Jane,Snow Cassidy,69,Married,9,8,10,7,yes,University degree at the Master’s level,10,yes,no,no,no,yes,no,yes,no
Janel,Drewis,29,Married,10,10,7,9,yes,University degree at the Master’s level,8,no,no,no,no,no,no,no,yes
Janet,Yang,49,Married,8,10,8,10,no,Secondary school (high school diploma),3,yes,yes,no,no,no,yes,no,yes
Jaraed,Bello,70,Married,10,8,8,7,yes,University degree at the Doctoral (PhD) level,13,yes,no,no,no,yes,yes,yes,no
Jared,Counts,28,Single,8,7,10,10,no,"One-year degree, diploma or certificate",8,no,no,no,no,yes,no,no,no
Jared,Fong,22,Single,10,10,7,7,no,"One-year degree, diploma or certificate",2,yes,no,no,no,no,no,yes,yes
Jared,Gonzales,45,Single,10,10,10,8,yes,Bachelor’s degree or other programs (three or more years),8,yes,no,no,no,yes,yes,no,yes
Jared,Rawle,32,Single,8,9,7,8,no,University degree at the Doctoral (PhD) level,0,no,no,no,no,no,no,no,yes
Jasmine,Derry,46,Single,10,9,7,8,no,Bachelor’s degree or other programs (three or more years),11,yes,no,no,no,no,yes,no,yes
Jasmine,S. Williams,56,Single,9,9,7,7,no,University degree at the Master’s level,12,yes,no,no,no,no,yes,yes,no
Jason,Deamer,68,Married,9,8,9,7,yes,"One-year degree, diploma or certificate",3,yes,yes,no,no,no,yes,yes,no
Jason,Kim,27,Married,7,10,8,9,yes,"Two or more certificates, diplomas, or degrees",12,yes,no,no,no,no,yes,no,no
Jason,Maybaum,20,Married,7,9,7,7,no,University degree at the Doctoral (PhD) level,13,no,no,no,no,yes,yes,no,yes
Jason,Watkins,70,Single,10,8,7,9,yes,"Two-year degree, diploma or certificate",4,no,no,no,no,no,no,yes,no
Jasper,Randall,40,Married,9,9,10,9,no,Secondary school (high school diploma),5,yes,no,no,no,no,no,yes,yes
Jay,Carina,36,Single,10,8,10,7,no,University degree at the Master’s level,13,no,no,no,no,yes,no,yes,no
Jay,Ward,66,Single,7,10,10,10,no,Professional degree needed to practice in a licensed profession,13,no,no,no,no,yes,no,yes,no
Jay-Vincent,Jones,52,Married,9,8,10,8,yes,Professional degree needed to practice in a licensed profession,15,yes,no,no,no,yes,yes,no,no
Jeanette,Elizabeth Mckillop,51,Married,8,9,10,10,yes,"Two or more certificates, diplomas, or degrees",14,yes,no,no,no,no,no,yes,yes
Jeanette,Vera,73,Single,7,7,7,10,no,"Two or more certificates, diplomas, or degrees",14,no,no,no,no,yes,no,no,no
Jeeyeon,Park,27,Single,10,10,8,10,no,"Two or more certificates, diplomas, or degrees",7,no,no,no,no,yes,no,no,no
Jeff,Atmajian,40,Single,8,9,10,7,yes,Bachelor’s degree or other programs (three or more years),0,yes,no,no,no,no,no,no,yes
Jeff,Pidgeon,32,Single,9,7,10,10,yes,University degree at the Master’s level,13,no,no,no,no,no,yes,yes,yes
Jen,Tan,52,Single,10,7,7,7,no,Secondary school (high school diploma),7,no,no,no,no,no,no,no,no
Jenna,Calvao,55,Married,10,9,8,7,yes,Bachelor’s degree or other programs (three or more years),4,yes,yes,no,no,no,yes,yes,yes
Jenna,Spurlock,31,Married,9,9,10,7,yes,Professional degree needed to practice in a licensed profession,9,no,no,no,no,no,yes,yes,no
Jenni,Olson,36,Married,8,9,10,8,no,"Two-year degree, diploma or certificate",4,no,yes,no,no,yes,no,no,yes
Jenni,Tsoi,62,Single,8,10,8,9,no,"Two or more certificates, diplomas, or degrees",5,no,no,no,no,yes,no,no,yes
Jennifer,Cullinan,61,Married,10,10,8,8,yes,"One-year degree, diploma or certificate",13,yes,yes,no,no,yes,yes,no,no
Jennifer,Johnston,33,Single,10,10,10,10,no,Professional degree needed to practice in a licensed profession,2,yes,no,no,no,yes,yes,yes,yes
Jennifer,Leigh King,43,Single,8,7,9,10,yes,Secondary school (high school diploma),13,yes,no,no,no,yes,no,no,no
Jennifer,Rowekamp,23,Single,8,7,10,9,no,Bachelor’s degree or other programs (three or more years),14,no,no,no,no,yes,no,no,no
Jennifer,Zaccaro,33,Single,9,8,10,7,yes,"Two or more certificates, diplomas, or degrees",3,no,no,no,no,no,yes,yes,no
Jenny,Moussa Spring,41,Married,9,9,10,7,no,Professional degree needed to practice in a licensed profession,12,no,yes,no,no,yes,yes,yes,yes
Jennylyn,Mercado Huynh,72,Single,7,8,10,9,yes,Bachelor’s degree or other programs (three or more years),11,yes,no,no,no,yes,yes,yes,yes
Jeremie,Talbot,53,Single,9,10,9,7,yes,University degree at the Doctoral (PhD) level,13,yes,no,no,no,no,yes,yes,yes
Jeremy,Birn,22,Married,7,9,9,9,yes,Bachelor’s degree or other programs (three or more years),4,yes,yes,no,no,no,yes,yes,yes
Jeremy,Lazare,34,Single,8,8,10,7,no,University degree at the Doctoral (PhD) level,12,yes,no,no,no,no,no,no,no
Jeremy,Newlin,38,Single,7,10,8,7,no,"One-year degree, diploma or certificate",6,no,no,no,no,yes,no,no,no
Jeremy,Paton,63,Single,8,9,10,9,yes,"Two or more certificates, diplomas, or degrees",14,no,no,no,no,no,yes,yes,yes
Jeremy,Quist,52,Married,10,10,7,7,no,"One-year degree, diploma or certificate",0,no,yes,no,no,yes,no,yes,yes
Jeremy,Slome,72,Married,9,10,10,10,yes,University degree at the Doctoral (PhD) level,8,no,yes,no,no,no,no,no,no
Jeremy,Tran,73,Married,7,8,8,7,no,Professional degree needed to practice in a licensed profession,15,no,yes,no,no,no,yes,yes,no
Jerry,Hey,64,Single,9,7,7,8,no,Bachelor’s degree or other programs (three or more years),10,no,no,no,no,yes,yes,yes,yes
Jess,Gutierrez,55,Single,7,10,7,8,no,"Two-year degree, diploma or certificate",0,no,no,no,no,yes,no,no,no
Jesse,Hollander,44,Married,7,10,9,7,yes,Professional degree needed to practice in a licensed profession,9,no,no,no,no,no,yes,no,yes
Jesse,Weglein,70,Single,7,8,9,8,no,University degree at the Doctoral (PhD) level,0,yes,no,no,no,yes,no,yes,no
Jessica,Anderson,41,Married,10,7,7,7,no,"Two or more certificates, diplomas, or degrees",0,no,yes,no,no,yes,yes,no,no
Jessica,Guideri,28,Married,7,9,7,7,no,University degree at the Master’s level,5,yes,no,no,no,yes,no,yes,yes
Jessica,Heidt,63,Single,8,7,7,10,yes,"One-year degree, diploma or certificate",10,yes,no,no,no,no,yes,no,yes
Jessica,Kelly,72,Single,8,10,10,9,no,"Two-year degree, diploma or certificate",7,yes,no,no,no,no,yes,no,yes
Jessica,McMackin Harvill,59,Married,10,7,9,10,yes,Professional degree needed to practice in a licensed profession,1,no,no,no,no,no,no,no,no
Jessica,Psy DeLacy,25,Single,9,9,10,9,yes,"Two or more certificates, diplomas, or degrees",12,no,no,no,no,yes,yes,no,yes
Jessica,Rotter,32,Single,7,8,8,9,no,"Two or more certificates, diplomas, or degrees",0,no,no,no,no,no,no,no,yes
Jessica,Snipes,65,Single,10,9,8,9,no,Professional degree needed to practice in a licensed profession,8,no,no,no,no,yes,yes,no,yes
Jessica,Torres,27,Single,7,8,8,8,yes,Bachelor’s degree or other programs (three or more years),14,yes,no,no,no,yes,yes,yes,no
Jessica,Tran,60,Single,10,9,7,10,no,Secondary school (high school diploma),14,yes,no,no,no,no,no,yes,yes
Jessica,Wan,21,Married,8,8,9,7,yes,"One-year degree, diploma or certificate",6,yes,no,no,no,yes,yes,yes,no
Jessie,Thiele Schroeder,72,Married,9,9,9,7,no,Secondary school (high school diploma),14,no,yes,no,no,no,no,yes,yes
Jie,Ma,55,Single,7,9,7,8,no,"Two or more certificates, diplomas, or degrees",9,yes,no,no,no,yes,yes,no,no
Jill,Heffley,47,Married,9,8,10,9,no,University degree at the Doctoral (PhD) level,4,no,yes,no,no,yes,no,yes,yes
Jilliene,Tongson Paras,18,Single,8,7,7,7,no,"Two or more certificates, diplomas, or degrees",0,yes,no,no,no,no,no,yes,no
Jim,Atkinson,38,Single,10,9,7,7,no,"Two-year degree, diploma or certificate",5,no,no,no,no,no,no,no,no
Jim,Kennedy,29,Married,8,9,9,7,no,University degree at the Doctoral (PhD) level,9,no,yes,no,no,no,no,no,no
Jim,Martin,63,Single,9,7,7,8,no,Professional degree needed to practice in a licensed profession,5,yes,no,no,no,yes,yes,yes,yes
Jim,Morris,25,Married,9,8,7,8,no,"Two or more certificates, diplomas, or degrees",2,yes,no,no,no,yes,yes,yes,no
Jimmy,Tsai,34,Married,7,9,9,8,no,Bachelor’s degree or other programs (three or more years),7,no,no,no,no,yes,yes,yes,no
Joachim,De Deken,23,Single,7,10,9,7,yes,"Two or more certificates, diplomas, or degrees",13,no,no,no,no,no,yes,no,no
Joanna,Laurent,43,Single,7,9,7,10,yes,University degree at the Doctoral (PhD) level,8,yes,no,no,no,yes,yes,no,yes
Joanne,George,68,Married,10,9,8,8,yes,Bachelor’s degree or other programs (three or more years),5,yes,no,no,no,yes,yes,no,yes
Joao,Montenegro,42,Single,7,7,7,9,yes,University degree at the Master’s level,9,no,no,no,no,yes,no,yes,yes
Jody,Weinberg,38,Married,10,9,10,7,yes,"One-year degree, diploma or certificate",7,no,no,no,no,yes,yes,no,no
Joey,Gilbreath,47,Single,7,9,8,10,no,"One-year degree, diploma or certificate",3,no,no,no,no,yes,yes,no,yes
John,Hall,59,Married,9,8,9,9,yes,"One-year degree, diploma or certificate",15,no,no,no,no,yes,no,yes,no
John,Bennett,56,Married,8,9,9,9,yes,University degree at the Master’s level,9,yes,yes,no,no,yes,no,no,no
John,Chun Chiu Lee,50,Married,7,9,7,10,yes,Professional degree needed to practice in a licensed profession,13,no,no,no,no,no,no,yes,yes
John,Hazelton,60,Married,8,7,8,10,yes,"Two-year degree, diploma or certificate",8,no,yes,no,no,yes,no,yes,no
John,Henry Frankenhauser,42,Married,7,7,10,7,yes,"One-year degree, diploma or certificate",5,yes,no,no,no,no,no,yes,yes
John,LeGrande,24,Single,8,10,8,7,yes,Secondary school (high school diploma),3,yes,no,no,no,no,no,no,no
John,Lockwood,18,Married,9,10,10,8,no,Bachelor’s degree or other programs (three or more years),15,no,no,no,no,yes,no,no,yes
John,Loy,34,Single,9,9,9,7,no,"Two or more certificates, diplomas, or degrees",2,no,no,no,no,no,no,no,no
John,Roesch,47,Married,8,10,8,7,yes,Bachelor’s degree or other programs (three or more years),4,yes,no,no,no,no,yes,no,yes
John,Trauscht,59,Single,7,7,9,8,yes,Professional degree needed to practice in a licensed profession,15,yes,no,no,no,no,yes,yes,yes
John,Warren,40,Married,7,7,10,10,yes,Bachelor’s degree or other programs (three or more years),10,yes,yes,no,no,no,no,no,no
Johnathan,Marcelo Gibbs,75,Married,8,7,8,10,no,Bachelor’s degree or other programs (three or more years),11,yes,yes,no,no,no,no,no,yes
Jon,Barry,55,Single,9,10,9,9,yes,University degree at the Master’s level,0,yes,no,no,no,no,no,yes,no
Jon,Bryant,30,Married,10,9,7,10,no,Bachelor’s degree or other programs (three or more years),13,yes,no,no,no,no,yes,no,no
Jon,Kull,34,Single,7,10,10,10,no,Bachelor’s degree or other programs (three or more years),14,no,no,no,no,yes,no,no,no
Jon,Lewis,60,Single,7,9,9,8,yes,Bachelor’s degree or other programs (three or more years),11,no,no,no,no,yes,yes,no,no
Jon,Null,67,Married,9,8,10,9,yes,"One-year degree, diploma or certificate",5,yes,yes,no,no,no,no,yes,yes
Jonah,Blue Laird,19,Married,10,9,9,8,no,University degree at the Doctoral (PhD) level,12,no,no,no,no,yes,no,no,yes
Jonas,Rivera,74,Single,8,7,8,10,no,Secondary school (high school diploma),10,no,no,no,no,yes,no,yes,no
Jonathan,Cornett,23,Single,7,10,8,8,yes,Secondary school (high school diploma),1,yes,no,no,no,no,no,yes,no
Jonathan,Garson,59,Single,9,9,10,9,yes,"Two-year degree, diploma or certificate",9,yes,no,no,no,no,yes,no,no
Jonathan,Hadden,57,Single,7,7,9,9,yes,University degree at the Master’s level,12,no,no,no,no,no,yes,no,no
Jonathan,Hoffman,58,Single,8,8,8,10,yes,"One-year degree, diploma or certificate",13,yes,no,no,no,yes,yes,no,yes
Jonathan,Lee,41,Single,9,10,8,7,yes,Secondary school (high school diploma),6,no,no,no,no,yes,no,no,no
Jonathan,Mateo Rodriguez,28,Married,8,9,7,10,no,University degree at the Doctoral (PhD) level,11,yes,no,no,no,no,yes,no,no
Jonathan,Moerschel,75,Single,7,8,8,7,yes,Secondary school (high school diploma),4,no,no,no,no,no,no,no,yes
Jonathan,Pages,69,Single,8,9,8,9,yes,"Two-year degree, diploma or certificate",13,yes,no,no,no,no,no,no,no
Jonathan,Pytko,24,Married,10,10,7,10,yes,University degree at the Master’s level,5,no,yes,no,no,yes,no,no,yes
Jonathan,Shade,60,Single,7,7,8,7,yes,"One-year degree, diploma or certificate",12,yes,no,no,no,yes,no,yes,no
Jonathan,Vargo,68,Single,8,9,10,9,no,"Two or more certificates, diplomas, or degrees",14,yes,no,no,no,no,yes,no,no
Jonathon,Stevens,60,Married,9,7,7,8,yes,Bachelor’s degree or other programs (three or more years),5,yes,yes,no,no,no,no,yes,yes
Joni,Superticioso,41,Married,10,7,8,10,no,"Two or more certificates, diplomas, or degrees",9,no,yes,no,no,yes,no,no,no
Jordan,Hunt,23,Single,8,10,7,9,no,Bachelor’s degree or other programs (three or more years),4,yes,no,no,no,no,yes,no,yes
Jordan,Fisher,67,Married,10,8,7,9,no,"Two or more certificates, diplomas, or degrees",9,yes,no,no,no,yes,yes,no,yes
Jordan,Rempel,40,Married,8,7,10,7,yes,"Two-year degree, diploma or certificate",9,no,yes,no,no,no,yes,yes,yes
Jordi,Oñate Isal,18,Single,8,8,8,9,yes,Professional degree needed to practice in a licensed profession,5,yes,no,no,no,no,no,yes,no
